-426.4843899895334 -345.6653140425683
-369.2119723605623 -307.0611040195976
-375.0752944516955 -381.3337987985466
185.7292729606031 -393.36207475606557
-375.3758065654458 -295.70857196514055
-330.58848625902027 -319.583201869102
-334.78116995791714 -246.6297784341259
-376.631826810308 -93.36955945018971
-313.04504178070175 -270.1698595752316
-376.0792873560904 -275.96190697048047
-306.2079162747924 -341.81547304215815
-487.1014462862844 -357.16536915299866
-486.1142398465356 -351.5311277796694
-217.1987223787734 -160.44850274017412
-137.86760443875465 -243.3039438886676
-584.4743188282712 -242.05364405372796
-727.8495164561143 -658.8021330630884
-341.06533313983516 -322.7090049602166
-74.5802126203829 -69.48033037236252
-276.4323308336635 -339.79121860464085
-359.4892964777994 -349.6277235843905
16.960372075245516 -276.50524720060145
-317.65570804030193 -425.31368993974445
71.3723128103752 -437.0726318876498
-360.024306669643 -212.68576328344886
-347.33519296199 -309.245873544476
11.645604352805208 -353.10516988422023
-284.9122803803236 -357.86625125729665
95.516099516971 -693.4292882140162
-111.73355088544957 -716.8992112220888
-79.8362774334961 -537.8941944289024
83.97686645993042 -310.9089599648753
-394.394471523152 -712.8596085442299
-429.45218270211785 -21.45842298768116
-314.1737668449161 -183.17107380700807
-180.95798154285606 -20.378722712795025
-453.6710963118835 -174.35005567257866
-466.4934883437906 -454.9089144670115
-134.6886839765485 -460.2813945817609
-645.8915216006757 -364.50079102118247
-496.6584434047024 -375.60737630511824
-489.7988156344983 -386.2520391047808
-589.9232210473691 -221.29102120440535
-88.18375205773154 20.80050775240943
350.97653167948295 -255.13723881004324
-59.391679951463345 -152.47056468322975
-207.26527731155886 -301.78044032228695
-267.2325465540236 -214.56632784995526
-363.33003477691574 -328.8988791870237
-451.0469846309144 -229.30365091133683
-470.41198984876075 -495.555613422295
-359.27914117087505 -302.24976706606054
-490.80017731440387 -323.3167781392974
-421.9333204905873 -413.58026131336464
-110.46539043564155 -113.71263603020469
-386.3174624355655 -364.29388771720306
-192.7401414752885 -283.2016779524419
-352.42757463375005 -800.9927175299867
-233.06399804251865 -935.1381276062153
-418.1765655067745 -320.2392274169011
-365.25721395803225 -298.7875219229144
-353.0043587298394 -309.4317718429588
-330.5217327484804 -327.83464769163993
-324.27666564224006 -301.57352613961683
-251.923775557932 -690.7986154989392
-263.2951878065696 -324.8491533693793
-323.28054528248265 -303.8277220789461
-409.7875427898141 -403.3747746539973
-290.5321873482673 -273.53254347344716
-396.97240950458206 -169.4199185240555
-134.02496073859868 -218.6678189423441
-407.2212174532175 -773.5770439035902
-211.3334686390716 -448.6236038267939
-309.38257224130285 -297.6137980316288
-353.64312448052726 -343.3253855429922
-368.5502290538911 -386.3549574773184
-413.14670573051177 -369.16407426000137
-335.8455678351136 -220.73532182744117
-334.5050193886307 -345.93897019051616
-313.906523801833 -208.37975593703385
-376.7740675582346 -240.8793302510103
-310.6188528844316 -413.4226009607046
-387.19973882233774 -243.1116922626412
-348.28198001706147 -173.12988474033767
-529.687948067211 -378.05764937998504
81.30035375228476 -174.4489333871986
-320.8732702771949 -120.28415041403369
-469.11177016613277 -251.15332295273805
-310.0014940013419 -328.0157774978857
-829.5413352034641 -229.96220932614042
-390.68367482096363 -509.1697573284296
-843.5684696448725 -106.36930213652283
-609.042261117287 -139.9604858657291
-388.9214060753884 -176.66780892866174
-164.31904632867818 -136.71856985488517
233.88300700299897 -675.6096886065905
-329.622865980312 -329.55588770979705
-281.629891784427 -220.12505676201923
-183.49843149714755 -402.4235987904092
-334.90976856434327 -209.89261540280978
-172.51004060532196 -254.28219061626788
99.16728383148597 -756.0149766135178
-415.014666114434 -214.8433238251634
-461.4847629366688 22.893457300519003
-245.7355983804368 -301.7345301109662
-125.33571782765628 -609.3217339736657
-321.79818168810783 -296.9239826915922
-336.30874190745004 -328.26305535609924
-839.7309904390854 -130.74025000425314
-338.11588947041685 -335.49480291737206
-392.873186963194 -325.54849131513834
-194.00403286130273 -450.9464276736357
-286.445357326843 -327.7504764455278
-218.45583272645752 -294.53969357780915
-674.1334674576945 -200.15609130699468
-327.23090969867604 -334.9022867150404
-328.56499530390585 -321.0033335540816
-355.3521098795617 -437.5174288003465
-338.1741364481909 -476.0649287292051
-502.02961167882063 -25.9587961604837
-219.19479217142748 -594.5469526639445
-316.68513606579575 -215.58928494907414
-392.87392232435565 -78.27764227229878
-352.8069589063308 -153.6674011374155
-317.7010619323249 -680.9396473212944
-227.93788577468706 -458.74027293744484
-271.5641025984707 -336.6472242281239
-297.7475752293231 -342.37341642988633
-242.63617121766185 -573.1471344793317
-345.0340907136722 -337.484558273441
-843.568580681112 -148.69525191442403
-344.18380480977726 -325.9965647787704
-121.95442366405499 -749.6409941605323
-275.5103932379444 -673.501383564799
-381.2196400311818 -417.687297920306
-574.0289862986218 -452.48560508305775
-582.7444129129758 -444.1208466543564
-316.8008627408918 -600.0092839255861
-307.75356785714257 -177.509982384607
-268.95443376755316 -319.0985775403318
-481.09491109859516 -674.9870541164296
-285.866642718357 -157.92867559945626
195.52929126648462 -199.5419558687525
-411.32090212751297 -596.8500982297695
-322.8445817473838 -296.0511134144957
-313.27829240250395 -344.0682233557421
-731.1428381578074 -210.33431768095488
-377.7418301687494 -312.089435082149
-664.7176142538606 -171.44074266839687
-407.2016339504563 -431.59453987541804
-1571.2309295249258 800.6629621100847
-1628.6375123827702 345.18769916717736
-1757.001447836727 488.54218284761674
-1538.0833980487357 421.0147935649399
-1368.8286280624884 524.1998952024854
-1547.9224341214367 1007.4931449344608
-1526.911953152459 229.7203198939742
-1582.7185983184997 570.9470221803948
-1522.5753812568407 547.8964447139875
-1600.2688198381552 521.4227420806517
-1391.2427415113657 725.4245620366075
-1427.9209857895291 673.7624184545544
-1541.231920549491 563.8420960983804
-1600.9379238041818 590.3781244685327
-1578.734934801331 841.2781290704033
-1502.835014179394 528.5704156293765
-1431.6611014062355 248.2868472770569
-1488.3826867788307 707.1297695123183
-1650.5071419814162 683.4226393501208
-1522.8714094349705 607.5220656283552
-1361.8083398219717 700.8261233204348
-1553.0845385060259 558.5361295185958
-1496.5836128630883 882.2974935771392
-1558.1273553222838 656.5720965790564
-1422.1334976543812 403.694701938268
-1628.3806737204375 502.731074106978
-1762.1714932391258 486.48443802251666
-1490.8558446771453 572.7090435873674
-1693.525271462568 585.8576203886721
-1543.2969999219345 567.7253823339817
-1419.2278316697127 587.1069741370818
-1209.1526720187592 762.5273605368376
-1495.28483753569 677.9481180950422
-1633.0615978102076 559.6478018686017
-2137.5040871085594 250.033283968092
-1489.1505516218901 400.9522505207739
-1446.3313620313045 370.68716595173873
-1541.7994339753416 573.0556533081408
-1552.5277832032225 405.3224043833586
-1461.1093041994147 656.2189333760747
-1769.1410553187493 438.82418687376287
-1502.5177914063147 108.6541378984225
-1562.8418785799768 260.438218437608
-1629.7676561684568 601.2615424926664
-1277.19062920308 912.7471308254213
-1500.012546248202 364.5304905116473
-1561.8786026551707 966.7529403457938
-1526.2877478940763 597.4900188441627
-1407.337313476916 447.4222066117936
-1296.2146871370794 572.3278678776418
-1501.8844917842744 546.9149805742743
-1498.5267712737664 771.6108448926541
